Cliente,Recencia,Frecuencia,Monto,Sexo,GSE,Edad
7754,1,5,110.387,FEM,D,26
7755,1,2,31.485,MAS,E,25
7756,1,12,365.77,MAS,C3,25
7757,1,2,8.984,FEM,E,26
7758,1,4,36.535,FEM,E,25
7759,1,10,312.66,FEM,D,28
7760,1,7,221.285,MAS,E,28
7761,1,2,5.691,FEM,C3,27
7762,1,12,618.491,FEM,,26
7763,1,11,192.46,FEM,E,26
7764,1,11,138.252,FEM,D,26
7765,5,2,15.734,FEM,E,26
7766,2,4,47.802,,E,
7767,1,3,18.484,FEM,C3,25
7768,1,11,230.763,FEM,E,27
7769,1,6,74.544,MAS,E,26
7770,5,1,7.876,FEM,C3,25
7771,4,8,97.039,MAS,C3,26
7772,1,10,223.013,MAS,E,25
7773,3,5,34.928,FEM,E,25
7774,1,12,386.501,MAS,E,24
7775,1,10,136.66,MAS,E,24
7776,1,6,64.061,FEM,D,24
7777,1,9,273.025,MAS,E,25
7778,6,1,9.902,FEM,ABC1,
7779,1,6,115.993,FEM,D,24
7780,1,6,168.049,MAS,E,25
7781,3,4,60.083,MAS,C3,24
7782,1,2,17.482,FEM,E,26
7783,1,12,574.76,MAS,D,24
7784,2,4,42.576,FEM,E,26
7785,2,3,20.142,MAS,C3,25
7786,2,1,1.471,FEM,D,
7787,2,4,162.193,FEM,C3,25
7788,6,1,17.731,FEM,E,36
7789,6,4,31.769,FEM,E,24
7790,11,2,45.798,FEM,E,24
7791,2,8,253.287,FEM,E,23
7792,7,3,12.475,FEM,C3,23
7793,1,4,98.136,,C3,
7794,1,3,18.922,MAS,,24
7795,8,1,2.626,,D,
7796,1,1,13.878,,D,
7797,1,11,163.99,FEM,D,24
7798,1,1,8.273,MAS,E,23
7799,1,2,6.025,MAS,E,23
7800,1,2,3.535,,C3,
7801,4,1,15.963,FEM,,39
7802,1,4,33.008,FEM,E,24
7803,5,3,39.897,MAS,E,24
7804,4,1,11.204,FEM,E,23
7805,5,1,9.971,,D,
7806,4,1,10.581,MAS,C3,37
7807,5,4,82.073,MAS,D,23
7808,1,10,288.978,MAS,E,23
7809,5,3,12.288,FEM,C3,23
7810,1,6,37.071,FEM,E,23
7811,1,2,25.4,FEM,E,28
7812,1,3,37.363,FEM,E,26
7813,2,8,285.13,FEM,,26
7814,4,2,17.897,,,
7815,1,8,115.672,FEM,D,28
7816,1,4,76.886,FEM,E,26
7817,1,9,240.895,FEM,C3,26
7818,5,6,59.786,FEM,D,26
7819,2,7,64.644,MAS,D,28
7820,1,10,264.832,FEM,C3,35
7821,1,3,9.976,FEM,C3,26
7822,1,11,332.236,MAS,C3,28
7823,2,2,8,MAS,E,26
7824,2,10,193,MAS,C3,27
7825,1,1,13.213,MAS,E,26
7826,1,3,21.582,MAS,D,26
7827,6,1,3.774,MAS,C3,27
7828,1,5,102.434,FEM,ABC1,26
7829,5,2,101.048,MAS,E,26
7830,1,3,20.93,,D,
7831,1,8,179.237,FEM,E,26
7832,5,2,24.953,FEM,E,27
7833,1,10,175.309,MAS,D,26
7834,1,6,108.98,MAS,E,26
7835,3,2,19.729,MAS,E,25
7836,1,4,20.709,,,
7837,2,10,100.504,FEM,E,25
7838,3,7,142.614,FEM,C3,27
7839,2,6,44.683,FEM,D,27
7840,1,5,77.872,FEM,,37
7841,1,11,296.173,FEM,D,25
7842,1,12,311.759,MAS,C3,26
7843,1,10,73.01,MAS,D,26
7844,8,2,8.067,FEM,C3,26
7845,2,2,9.416,,E,
7846,1,10,323.707,MAS,E,27
7847,1,10,119.476,FEM,E,26
7848,3,4,20.412,FEM,C2,27
7849,1,7,206.408,FEM,D,25
7850,9,2,17.848,MAS,,25
7851,2,5,105.628,FEM,D,23
7852,1,10,342.401,FEM,E,24
7853,7,2,16.315,MAS,E,24
7854,1,5,199.097,FEM,D,25
7855,10,2,20.477,FEM,D,25
7856,1,10,207.641,FEM,C3,25
7857,4,4,51.282,FEM,D,25
7858,5,2,7.429,MAS,E,
7859,5,2,54.808,FEM,C3,24
7860,1,12,289.888,MAS,E,24
7861,1,11,124.193,FEM,E,26
7862,1,5,141.71,MAS,D,25
7863,10,1,15.101,FEM,E,24
7864,2,9,185.824,MAS,C3,26
7865,3,4,61.494,FEM,D,24
7866,1,5,111.355,FEM,E,24
7867,2,3,46.14,FEM,D,24
7868,1,7,121.579,FEM,,25
7869,1,12,161.192,FEM,ABC1,22
7870,3,3,17.276,,D,
7871,3,5,54.817,FEM,D,22
7872,1,6,108.87,FEM,E,23
7873,1,9,129.108,FEM,C3,23
7874,5,3,26.753,FEM,D,24
7875,1,2,19.155,FEM,E,
7876,1,12,519.328,FEM,C3,24
7877,1,9,100.078,MAS,D,22
7878,1,11,252.97,FEM,E,23
7879,1,12,183.124,FEM,C2,28
7880,2,1,8.983,FEM,C2,30
7881,1,4,33.535,FEM,E,24
7882,1,5,106.409,FEM,E,23
7883,1,7,87.145,FEM,D,23
7884,3,1,11.192,FEM,D,22
7885,9,2,78.766,,D,
7886,3,4,46.587,FEM,D,23
7887,2,5,45.69,FEM,E,27
7888,1,4,26.875,FEM,D,27
7889,1,10,95.324,MAS,D,26
7890,6,2,31.076,MAS,E,27
7891,1,10,183.814,MAS,E,27
7892,12,1,18.983,FEM,,26
7893,1,10,259.229,MAS,C3,26
7894,1,3,19.699,MAS,D,27
7895,2,2,16.785,FEM,C3,27
7896,1,10,172.291,FEM,C3,26
7897,1,3,40.429,FEM,E,27
7898,3,4,44.77,FEM,ABC1,26
7899,1,7,338.786,FEM,,27
7900,8,1,24.466,FEM,D,27
7901,1,1,1.543,,E,
7902,1,12,411.92,FEM,,26
7903,1,7,203.021,MAS,ABC1,28
7904,1,5,40.282,MAS,C3,27
7905,1,7,100.454,FEM,D,26
7906,1,6,77.294,MAS,D,27
7907,1,7,98.015,FEM,C3,26
7908,8,1,2.933,FEM,D,27
7909,1,4,32.372,FEM,D,25
7910,2,9,111.87,FEM,C3,25
7911,7,1,1.42,MAS,,26
7912,6,1,9.647,,,
7913,1,7,138.876,FEM,D,25
7914,1,3,28.076,FEM,C3,26
7915,7,1,3.353,FEM,E,26
7916,5,5,64.797,FEM,D,27
7917,1,7,141.75,FEM,D,26
7918,1,4,83.374,MAS,E,25
7919,4,5,26.846,FEM,C3,25
7920,2,5,81.745,FEM,D,25
7921,1,10,167.925,FEM,D,27
7922,2,3,35.162,FEM,,27
7923,2,8,154.559,FEM,C3,27
7924,2,2,10.479,MAS,,26
7925,1,5,17.203,MAS,D,27
7926,12,1,8.387,MAS,C3,26
7927,1,2,15.493,FEM,E,24
7928,2,3,19.713,FEM,E,24
7929,1,5,125.821,FEM,C3,24
7930,1,8,149.75,MAS,D,24
7931,1,12,208.725,,C3,
7932,1,11,133.418,FEM,D,26
7933,1,12,592.385,FEM,,24
7934,1,2,37.807,FEM,ABC1,26
7935,6,4,38.329,FEM,C3,25
7936,2,2,36.866,FEM,C3,27
7937,3,7,33.9,FEM,D,25
7938,1,3,40.013,FEM,D,26
7939,1,9,106.108,FEM,ABC1,25
7940,2,3,49.202,FEM,D,26
7941,1,7,87.989,FEM,C3,24
7942,3,4,24.008,FEM,C3,30
7943,1,1,5.336,FEM,D,24
7944,1,7,96.288,FEM,,24
7945,4,1,12.176,FEM,D,25
7946,1,10,234.082,MAS,D,24
7947,2,3,14.679,FEM,C3,24
7948,1,3,46.574,FEM,,25
7949,7,1,15.427,FEM,C3,24
7950,1,6,77.369,FEM,C3,28
7951,2,10,68.085,FEM,C2,24
7952,1,1,7.932,FEM,C3,24
7953,1,10,253.528,MAS,C3,23
7954,1,10,85.555,MAS,E,23
7955,2,1,12.027,,,
7956,3,4,39.929,FEM,E,25
7957,1,5,23.661,MAS,C3,23
7958,6,1,7.975,,,
7959,2,2,5.718,MAS,D,24
7960,1,9,205.641,MAS,E,24
7961,1,11,373.037,MAS,E,22
7962,1,4,30.517,MAS,E,31
7963,2,2,39.579,MAS,D,25
7964,1,9,130.957,MAS,E,24
7965,1,11,584.574,FEM,C3,27
7966,3,1,12.86,FEM,D,27
7967,1,7,95.972,MAS,ABC1,28
7968,2,2,9.916,FEM,C3,26
7969,1,12,286.755,FEM,C3,27
7970,2,3,48.423,FEM,C3,25
7971,2,2,5.958,,C3,
7972,3,2,30.681,MAS,ABC1,27
7973,3,3,32.095,MAS,D,27
7974,1,12,159.362,MAS,C3,27
7975,1,5,29.115,FEM,C3,25
7976,1,11,477.097,MAS,E,25
7977,2,3,60.174,MAS,C2,26
7978,3,7,78.577,MAS,D,25
7979,1,7,51.48,FEM,D,31
7980,1,2,44.546,FEM,C3,27
7981,1,7,93.855,MAS,C3,26
7982,2,5,39.215,FEM,C3,26
7983,2,2,38.002,FEM,,28
7984,6,2,17.042,,E,
7985,1,3,37.586,FEM,,27
7986,1,8,74.306,FEM,E,26
7987,1,12,83.817,FEM,E,26
7988,1,4,29.622,MAS,D,26
7989,1,11,2461.638,MAS,ABC1,25
7990,1,2,51.745,FEM,D,25
7991,1,1,13.101,FEM,D,25
7992,1,3,62.793,FEM,E,26
7993,3,2,27.892,MAS,E,27
7994,2,3,45.883,MAS,,28
7995,9,3,55.89,MAS,E,31
7996,2,2,33.987,FEM,,27
7997,2,5,69.113,MAS,D,26
7998,1,9,316.493,MAS,C3,31
7999,1,10,95.528,MAS,E,25
8000,1,1,7.387,,E,
8001,3,5,71.33,FEM,E,25
8002,2,2,41.445,FEM,,0
8003,4,5,37.066,MAS,C3,
8004,1,10,46.508,FEM,,25
8005,1,6,81.031,MAS,E,24
8006,1,4,30.291,FEM,E,26
8007,1,10,171.547,MAS,,25
8008,1,10,157.708,MAS,C2,25
8009,1,1,16.37,FEM,E,25
8010,1,5,33.596,MAS,E,24
8011,1,11,105.855,FEM,C3,25
8012,1,6,54.038,FEM,D,24
8013,1,11,274.886,MAS,D,24
8014,2,4,25.655,MAS,D,24
8015,3,7,75.835,FEM,E,24
8016,1,10,1133.461,MAS,E,25
8017,1,12,1530.539,MAS,E,24
8018,1,1,35.146,FEM,,25
8019,1,3,44.373,FEM,,26
8020,9,2,34.84,FEM,C3,25
8021,8,2,26.287,MAS,E,24
8022,1,1,28.631,FEM,,24
8023,2,4,53.835,FEM,C3,23
8024,1,6,70.429,FEM,E,23
8025,10,3,18.118,FEM,ABC1,24
8026,1,10,113.767,FEM,,24
8027,2,6,61.037,,E,
8028,1,2,110.318,FEM,E,43
8029,11,2,19.408,FEM,E,24
8030,8,4,140.796,,E,
8031,7,2,15.759,MAS,C3,23
8032,1,9,104.15,,D,
8033,3,6,80.089,FEM,E,23
8034,2,4,32.608,FEM,D,24
8035,1,4,38.45,FEM,C3,
8036,1,11,107.866,MAS,D,23
8037,1,1,51.063,,E,
8038,1,6,53.608,MAS,D,24
8039,1,4,18.807,,,
8040,1,3,98.505,FEM,D,27
8041,1,9,266.215,FEM,E,26
8042,1,9,92.645,MAS,D,27
8043,1,11,108.744,FEM,E,28
8044,8,1,2.111,MAS,E,22
8045,1,11,415.553,FEM,D,25
8046,9,4,177.979,FEM,E,27
8047,1,9,123.326,MAS,D,27
8048,1,6,108.609,FEM,E,25
8049,7,2,8.212,FEM,E,27
8050,1,10,137.321,MAS,D,27
8051,3,4,44.667,FEM,D,26
8052,4,6,328.454,MAS,E,26
8053,1,3,21.563,FEM,,25
8054,4,3,31.984,FEM,D,26
8055,1,10,564.959,FEM,,27
8056,7,4,196.669,FEM,E,27
8057,1,8,121.144,MAS,D,27
8058,1,10,89.194,FEM,C3,26
8059,1,5,109.969,FEM,C3,26
8060,1,7,148.488,MAS,,26
8061,1,1,17.976,MAS,E,26
8062,1,1,18.069,FEM,D,26
8063,2,2,15.113,MAS,C3,26
8064,2,5,50.647,FEM,D,25
8065,3,8,133.427,MAS,C3,25
8066,1,12,354.596,FEM,D,26
8067,3,1,34.676,FEM,E,27
8068,4,5,82.508,FEM,E,27
8069,1,7,100.46,FEM,C3,25
8070,1,5,63.174,FEM,E,26
8071,1,12,354.003,MAS,E,25
8072,1,12,172.309,FEM,C2,26
8073,1,12,269.313,MAS,E,26
8074,1,10,87.331,MAS,E,26
8075,5,3,14.796,FEM,E,25
8076,1,3,117.626,MAS,E,26
8077,1,7,126.853,MAS,C3,26
8078,1,1,52.657,FEM,C3,28
8079,1,9,132.907,MAS,D,
8080,1,11,568.515,MAS,E,28
8081,9,2,34.544,MAS,E,29
8082,1,4,134.507,FEM,D,28
8083,1,6,34.472,FEM,E,29
8084,1,6,61.559,FEM,E,29
8085,1,1,18.554,FEM,C3,29
8086,1,7,157.718,MAS,D,29
8087,1,5,69.011,FEM,E,29
8088,1,9,193.646,MAS,D,28
8089,2,1,5.871,MAS,D,28
8090,2,3,27.098,MAS,D,29
8091,1,5,39.297,FEM,D,27
8092,4,7,171.803,MAS,E,30
8093,5,3,40.139,MAS,C3,28
8094,1,6,100.125,MAS,ABC1,28
8095,2,1,3.849,FEM,D,29
8096,8,2,27.488,FEM,C3,29
8097,2,4,64.14,FEM,E,29
8098,1,9,167.613,FEM,E,29
8099,2,7,170.478,FEM,D,29
8100,3,3,68.029,FEM,E,29
8101,1,12,850.452,FEM,E,28
8102,1,12,209.764,MAS,D,28
8103,1,12,644.015,FEM,E,28
8104,1,11,330.072,FEM,ABC1,29
8105,3,4,49.534,FEM,D,30
8106,1,8,95.937,MAS,C2,28
8107,1,2,10.499,FEM,D,30
8108,1,10,646.105,MAS,C3,27
8109,1,12,196.49,FEM,ABC1,29
8110,1,12,407.621,FEM,C3,28
8111,1,3,15.202,FEM,C3,28
8112,1,9,170.969,MAS,E,29
8113,2,2,22.714,FEM,ABC1,27
8114,1,4,619.9,FEM,D,28
8115,4,1,6.42,,E,
8116,1,6,72.409,FEM,C3,29
8117,1,3,60.092,FEM,E,28
8118,1,10,387.862,FEM,E,29
8119,2,9,197.839,FEM,C3,29
8120,1,3,85.998,MAS,E,29
8121,1,2,72.148,FEM,E,28
8122,7,2,22.979,MAS,E,27
8123,1,1,6.574,FEM,E,28
8124,1,4,151.088,FEM,ABC1,29
8125,5,1,14.092,MAS,C3,30
8126,1,11,343.963,FEM,ABC1,56
8127,1,8,388.212,MAS,D,28
8128,8,1,40.059,,D,
8129,1,5,228.957,MAS,D,27
8130,1,8,128.65,FEM,C3,29
8131,1,12,386.965,FEM,ABC1,29
8132,2,4,46.645,FEM,D,28
8133,1,2,12.676,FEM,D,28
8134,1,6,148.292,MAS,D,28
8135,10,1,1.42,FEM,D,29
8136,2,9,101.804,FEM,C2,28
8137,2,9,208.382,FEM,ABC1,27
8138,1,1,12.513,FEM,ABC1,29
8139,4,2,17.311,MAS,C3,27
8140,2,6,90.514,FEM,C3,27
8141,4,6,145.728,FEM,C2,27
8142,10,1,6.413,MAS,C3,28
8143,1,10,578.611,MAS,D,28
8144,1,6,216.965,MAS,C3,27
8145,1,10,165.729,FEM,E,28
8146,2,2,19.286,MAS,D,28
8147,2,4,18.403,MAS,E,28
8148,1,7,130.664,FEM,C3,27
8149,1,12,169.279,FEM,D,27
8150,6,2,16.829,FEM,C3,28
8151,1,6,39.367,FEM,E,28
8152,1,8,314.761,MAS,E,28
8153,1,5,116.983,MAS,D,27
8154,9,2,8.008,MAS,D,28
8155,4,1,1.723,,C3,
8156,5,3,27.085,MAS,E,28
8157,1,11,108.113,FEM,C3,29
8158,1,12,551.776,MAS,E,28
8159,1,2,15.95,,E,
8160,3,6,102.806,MAS,D,29
8161,1,6,197.413,FEM,C3,28
8162,1,12,965.632,FEM,E,29
8163,1,10,240.018,MAS,C3,29
8164,4,6,81.05,FEM,C3,28
8165,3,3,71.115,FEM,C3,29
8166,1,9,336.823,FEM,C3,32
8167,2,6,81.817,FEM,C3,28
8168,4,1,15.439,FEM,E,28
8169,1,3,34.263,MAS,D,28
8170,1,12,468.747,FEM,C3,28
8171,1,3,80.505,MAS,C3,5
8172,7,2,6.361,FEM,D,29
8173,2,11,1185.03,FEM,D,27
8174,1,2,9.841,MAS,C3,29
8175,3,8,108.004,FEM,C3,27
8176,1,9,166.876,FEM,E,29
8177,1,8,129.792,FEM,D,28
8178,4,3,55.797,FEM,C3,28
8179,2,7,231.603,FEM,E,28
8180,1,10,406.513,MAS,D,27
8181,1,1,4.193,FEM,C3,29
8182,1,6,63.992,MAS,E,28
8183,1,11,376.2,FEM,D,29
8184,5,2,7.732,FEM,D,29
8185,1,1,6.047,FEM,E,27
8186,1,11,629.488,MAS,C3,29
8187,1,3,34.074,FEM,C3,28
8188,1,11,535.403,MAS,C3,28
8189,12,1,30.563,FEM,D,28
8190,8,4,45.465,MAS,D,28
8191,7,3,47.346,MAS,D,29
8192,1,9,140.143,MAS,D,28
8193,1,1,14.343,FEM,,52
8194,2,5,61.724,MAS,D,29
8195,7,4,14.947,MAS,D,29
8196,1,5,161.177,FEM,D,28
8197,1,6,316.792,MAS,D,27
8198,3,4,46.228,MAS,E,28
8199,1,5,84.339,MAS,C3,27
8200,2,4,74.985,MAS,,28
8201,2,9,213.261,FEM,D,29
8202,1,5,83.752,FEM,C3,28
8203,3,6,83.284,FEM,D,28
8204,1,5,106.648,FEM,C3,28
8205,1,12,496.402,MAS,D,28
8206,1,9,104.266,MAS,C3,27
8207,2,3,47.757,FEM,D,27
8208,1,11,890.413,FEM,C3,28
8209,1,2,13.128,MAS,E,27
8210,1,9,93.893,FEM,C3,28
8211,1,6,300.579,MAS,C2,41
8212,1,3,166.355,FEM,D,42
8213,1,12,335.818,MAS,E,41
8214,1,11,253.371,MAS,C3,42
8215,1,11,722.522,FEM,C3,41
8216,2,3,35.857,MAS,,41
8217,1,12,265.282,MAS,D,44
8218,4,3,15.901,MAS,C2,42
8219,3,3,30.384,MAS,C2,42
8220,1,12,271.752,FEM,C3,42
8221,1,10,200.242,FEM,C3,42
8222,9,1,30.548,FEM,C3,43
8223,1,5,130.85,FEM,D,42
8224,1,6,103.447,MAS,C2,42
8225,4,7,95.545,MAS,D,42
8226,1,6,21.477,FEM,C3,42
8227,1,9,293.566,FEM,C3,41
8228,2,1,4.107,FEM,C3,43
8229,2,3,50.9,FEM,C3,41
8230,5,2,3.555,FEM,C3,42
8231,1,9,627.161,FEM,C3,41
8232,1,11,400.213,FEM,C3,41
8233,1,10,421.579,FEM,C3,42
8234,1,5,100.208,FEM,C2,42
8235,1,3,93.555,FEM,D,43
8236,8,2,238.983,MAS,C3,43
8237,1,11,372.054,FEM,C3,42
8238,2,4,25.834,MAS,C3,43
8239,6,4,79.921,FEM,E,43
8240,1,9,386.328,FEM,ABC1,43
8241,2,9,136.877,MAS,D,43
8242,4,6,18.036,MAS,C3,43
8243,1,12,634.83,FEM,ABC1,42
8244,2,3,24.63,FEM,C3,41
8245,1,6,29.931,FEM,E,42
8246,1,4,65.742,FEM,C3,41
8247,1,8,143.24,FEM,C2,41
8248,2,7,104.892,MAS,C3,43
8249,1,10,304.418,FEM,D,42
8250,1,11,151.059,FEM,D,41
8251,1,3,40.95,FEM,C3,41
8252,4,6,154.818,FEM,C3,41
8253,2,6,34.88,FEM,E,40
8254,1,8,254.637,FEM,E,41
8255,1,12,1589.034,MAS,D,40
8256,5,1,4.992,MAS,D,41
8257,11,1,6.529,MAS,E,42
8258,2,6,103.035,FEM,C3,41
8259,2,6,39.861,MAS,D,42
8260,1,6,196.944,FEM,E,41
8261,8,1,4.193,MAS,,
8262,3,5,47.649,FEM,C3,41
8263,1,1,49.422,MAS,,41
8264,2,3,32.235,FEM,D,41
8265,4,1,2.513,FEM,C2,41
8266,1,8,135.089,FEM,C3,41
8267,8,1,5.025,FEM,D,42
8268,2,2,12.855,FEM,C3,41
8269,5,8,102.007,FEM,D,43
8270,9,2,13.166,FEM,D,45
8271,1,3,91.437,FEM,C3,44
8272,1,4,81.366,MAS,D,42
8273,1,7,187.271,FEM,C3,41
8274,2,5,53.627,FEM,C3,41
8275,1,7,213.853,MAS,C3,41
8276,7,1,12.429,FEM,D,42
8277,3,5,41.639,FEM,D,42
8278,3,6,81.598,FEM,D,41
8279,1,4,59.275,FEM,E,42
8280,1,2,44.564,MAS,C3,41
8281,1,9,178.306,FEM,C3,41
8282,6,3,27.781,FEM,D,41
8283,1,11,336.462,FEM,C3,42
8284,5,2,11.05,MAS,D,42
8285,7,5,139.654,MAS,D,41
8286,1,8,79.824,MAS,C2,40
8287,2,2,24.151,MAS,E,41
8288,1,12,332.937,MAS,C3,40
8289,1,11,400.751,FEM,C3,40
8290,1,3,55.104,MAS,C2,41
8291,1,2,22.721,FEM,ABC1,43
8292,1,5,254.345,FEM,C3,43
8293,2,6,108.397,MAS,C3,41
8294,2,2,5.334,FEM,D,41
8295,1,7,184.089,FEM,D,43
8296,3,7,189.602,FEM,C3,42
8297,1,9,213.861,FEM,D,41
8298,4,6,116.858,MAS,ABC1,43
8299,1,9,268.67,FEM,C3,42
8300,1,12,89.618,MAS,C3,41
8301,1,9,202.658,MAS,C3,41
8302,2,7,139.875,MAS,D,41
8303,3,5,78.955,FEM,C3,44
8304,1,6,108.555,FEM,C3,42
8305,1,6,91.551,MAS,C3,41
8306,2,7,291.85,MAS,ABC1,42
8307,1,3,31.814,MAS,D,42
8308,1,8,226.427,MAS,C3,41
8309,1,12,510.143,FEM,D,42
8310,1,11,372.939,MAS,D,41
8311,1,10,278.45,FEM,ABC1,42
8312,1,10,302.703,FEM,C3,43
8313,5,3,39.882,FEM,C3,42
8314,8,3,25.269,FEM,E,44
8315,2,3,35.481,FEM,E,42
8316,4,4,34.664,MAS,C3,43
8317,9,4,65.023,FEM,C3,42
8318,1,8,76.084,FEM,E,52
8319,1,11,265.306,MAS,D,43
8320,5,2,28.593,FEM,D,42
8321,1,6,148.244,MAS,D,42
8322,3,7,98.207,FEM,C2,43
8323,3,3,67.645,MAS,E,43
8324,1,12,493.405,MAS,C3,41
8325,2,6,254.312,FEM,C3,41
8326,4,7,172.094,FEM,C2,41
8327,3,6,148.104,MAS,E,41
8328,10,2,16.143,FEM,E,41
8329,1,3,28.287,FEM,E,40
8330,1,7,169.313,MAS,D,42
8331,1,4,32.361,,E,
8332,1,11,228.882,FEM,D,41
8333,1,3,52.451,FEM,D,41
8334,2,4,65.434,FEM,E,41
8335,1,2,54.033,MAS,C3,41
8336,1,6,136.84,FEM,C3,43
8337,1,9,113.024,MAS,E,42
8338,1,3,132.233,FEM,E,41
8339,2,11,288.592,FEM,E,41
8340,3,2,37.561,MAS,E,42
8341,1,3,21.585,FEM,C3,41
8342,3,3,35.525,MAS,C3,40
8343,1,4,59.897,FEM,C3,42
8344,1,9,84.06,MAS,D,42
8345,11,1,1.672,FEM,E,42
8346,3,5,150.11,FEM,ABC1,40
8347,2,5,41.934,MAS,D,41
8348,1,8,161.213,FEM,C3,42
8349,1,12,1240.793,FEM,C2,42
8350,2,10,268.572,FEM,C2,42
8351,1,9,411.472,MAS,D,41
8352,7,6,39.613,FEM,E,41
8353,1,12,511.871,MAS,C3,40
8354,1,10,618.949,FEM,C2,42
8355,8,1,1.25,FEM,C3,41
8356,1,1,2.287,FEM,E,42
8357,1,11,409.518,FEM,C3,41
8358,1,11,187.37,MAS,C3,40
8359,2,9,111.825,FEM,C3,41
8360,1,2,63.163,MAS,ABC1,40
8361,1,5,36.376,MAS,C3,42
8362,7,4,47.849,MAS,C3,40
8363,4,5,76.464,FEM,D,43
8364,2,5,108.455,FEM,C3,42
8365,2,6,140.486,MAS,C3,40
8366,5,2,7.913,FEM,C3,41
8367,1,12,288.603,MAS,D,40
8368,1,12,999.066,MAS,D,42
8369,1,10,364.755,MAS,C3,40
8370,2,5,68.616,MAS,C3,41
8371,5,5,105.044,MAS,C3,42
8372,1,5,73.204,FEM,D,42
8373,8,4,103.59,FEM,C3,42
8374,1,4,58.554,FEM,D,42
8375,1,8,423.394,FEM,C3,41
8376,1,5,65.038,FEM,D,41
8377,1,11,965.723,MAS,C3,41
8378,1,12,510.638,FEM,D,40
8379,1,11,256.826,FEM,D,41
8380,4,3,85.819,FEM,D,40
8381,4,3,64.814,FEM,C3,40
8382,1,12,454.214,FEM,E,45
8383,1,10,151.17,FEM,C3,44
8384,1,11,647.247,FEM,C3,40
8385,3,5,128.763,MAS,C3,41
8386,3,2,64.018,FEM,D,41
8387,1,12,695.443,MAS,ABC1,42
8388,1,1,3.269,MAS,D,42
8389,2,5,144.702,FEM,C3,40
8390,3,5,48.39,FEM,C3,41
8391,2,8,258.303,MAS,ABC1,40
8392,1,3,13.564,MAS,C3,40
8393,11,1,1.756,FEM,E,42
8394,1,9,433.259,MAS,C3,40
8395,1,11,304.899,MAS,E,40
8396,2,6,83.395,FEM,C3,41
8397,1,9,230.892,FEM,C3,41
8398,3,2,26.418,MAS,D,41
8399,1,12,602.339,MAS,E,41
8400,6,3,17.844,MAS,E,41
8401,1,9,92.776,FEM,D,42
8402,1,4,374.995,FEM,C3,42
8403,8,1,1.353,MAS,C3,41
8404,1,10,110.861,MAS,D,42
8405,3,9,233.557,FEM,C3,44
8406,1,12,386.255,FEM,D,40
8407,1,9,173.973,FEM,C3,40
8408,1,12,354.031,MAS,ABC1,40
8409,6,2,17.159,FEM,C3,41
8410,2,2,19.462,,,
8411,1,12,1441.768,MAS,C3,41
8412,2,3,19.298,MAS,D,41
8413,1,9,440.333,FEM,E,43
8414,1,8,132.538,FEM,C3,40
8415,1,11,337.971,FEM,,40
8416,1,2,50.697,FEM,C2,40
8417,1,6,196.567,FEM,ABC1,40
8418,1,11,182.604,MAS,E,40
8419,1,5,146.892,MAS,D,40
8420,2,8,73.633,MAS,C3,41
8421,2,2,35.764,FEM,D,39
8422,1,8,48.351,FEM,D,41
8423,2,7,52.229,FEM,E,40
8424,1,3,103.034,FEM,ABC1,41
8425,1,4,42.025,FEM,C3,40
8426,2,3,54.751,FEM,D,40
8427,1,12,828.475,MAS,D,39
8428,1,7,492.599,FEM,D,39
8429,1,2,12.085,MAS,,39
8430,1,8,118.6,MAS,C3,42
8431,1,11,734.171,MAS,D,40
8432,1,10,358.943,FEM,D,39
8433,1,12,512.831,FEM,E,40
8434,1,5,48.382,FEM,E,40
8435,1,4,75.669,MAS,E,40
8436,3,1,1.529,MAS,C3,40
8437,5,2,103.244,FEM,D,44
8438,9,1,1.734,FEM,D,40
8439,2,8,83.174,MAS,E,40
8440,1,5,67.729,FEM,,41
8441,2,4,43.917,MAS,E,41
8442,1,5,26.803,MAS,C2,40
8443,4,2,2.701,MAS,E,41
8444,1,4,28.947,MAS,D,40
8445,1,5,55.215,MAS,C3,39
8446,1,12,214.434,FEM,E,39
8447,1,7,284.279,FEM,D,41
8448,4,3,502.766,FEM,ABC1,40
8449,1,10,212.455,FEM,C3,41
8450,1,9,186.428,FEM,C3,40
8451,8,2,10.908,FEM,C3,41
8452,1,4,94.343,FEM,C3,41
8453,4,3,40.768,FEM,C3,39
8454,2,3,55.239,MAS,C2,40
8455,1,8,127.27,FEM,C3,41
8456,1,9,258.642,MAS,C3,39
8457,5,3,78.157,FEM,C3,39
8458,5,1,3.773,MAS,D,41
8459,1,1,26.493,MAS,C3,40
8460,1,9,334.287,FEM,C3,42
8461,7,4,83.198,FEM,C3,40
8462,1,9,98.617,MAS,D,40
8463,1,11,199.251,MAS,D,39
8464,1,6,36.36,FEM,C3,41
8465,1,6,112.196,MAS,C3,41
8466,6,1,7.546,FEM,C3,41
8467,2,3,53.675,FEM,D,40
8468,1,8,102.987,FEM,C3,40
8469,4,2,40.959,MAS,C3,41
8470,1,5,98.474,MAS,D,41
8471,1,8,188.618,FEM,E,40
8472,1,8,115.351,FEM,C3,39
8473,4,1,1.129,MAS,C3,39
8474,1,12,312.019,MAS,C3,40
8475,1,4,161.41,MAS,D,40
8476,1,10,368.517,FEM,D,41
8477,1,3,23.853,FEM,ABC1,39
8478,1,8,157.662,FEM,E,40
